"Id"	"Accession"	"Gene_name"	"Identification_type_36"	"Identification_type_38"	"Identification_type_40"	"Identification_type_61"	"Identification_type_63"	"Identification_type_65"	"Specific_peptides"	"Intensity_36"	"Intensity_38"	"Intensity_40"	"Intensity_61"	"Intensity_63"	"Intensity_65"
6173	"BFR1_YEAST"	"BFR1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	140	7640812	7748311.5	7084759.5	10061837	9926506	10388265
6798	"SYFB_YEAST"	"FRS1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	68	10291859	10234024	10461635	11822228	11016477	10914717
6506	"RS6A_YEAST"	"RPS6A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	188	25233784	24791614	24596466	30849268	30849668	30008702
6368	"HSP26_YEAST"	"HSP26"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	110	17646942	17835084	16620538	20186324	19364490	19031760
6133	"LEU1_YEAST"	"LEU4"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	56	7953600.5	7888772	7987639	9642978	9289685	8770692
6398	"DUG1_YEAST"	"DUG1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	80	18385638	18425180	18820588	21556888	20744776	20364498
6391	"RS4A_YEAST"	"RPS4A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	436	52111244	51263364	51300324	62984484	62067480	62677568
6488	"IF5A1_YEAST"	"HYP2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	219	14599609	14581359	15858394	19588152	18923334	17870330
6806	"UBE2C_HUMAN_UPS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	82	4399189	4468453	4370230	49910144	49881796	48431664
6712	"TRX2_YEAST"	"TRX2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	60	33032272	30210110	31839536	35508996	35446556	30707560
6831	"FPPS_YEAST"	"ERG20"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	154	31992858	31157804	30635516	36225872	34989036	34284320
6100	"IMDH3_YEAST"	"IMD3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	16	564055.94	752136.06	597728.12	646597.56	568300.19	641717.25
6165	"ASNS1_YEAST"	"ASN1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	134	12431433	12173064	12068156	15651222	14530462	15531089
6700	"FIMB_YEAST"	"SAC6"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	77	11104076	10463267	10251369	13496443	12429172	12190884
6198	"RL7B_YEAST"	"RPL7B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	136	52578056	53088148	55166572	63117896	62711128	63941092
6553	"UBA1_YEAST"	"UBA1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	90	17430148	17453666	16532064	19212264	18491604	19496664
6104	"GLYC_YEAST"	"SHM2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	110	16148017	15415528	14529335	18855816	17759372	18163686
6079	"BCA2_YEAST"	"BAT2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	98	12164232	11752849	11684807	13982691	12120599	12498748
6456	"QCR1_YEAST"	"COR1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	60	7906040	7437874.5	7194845	8799801	8754579	8904481
6791	"EDE1_YEAST"	"EDE1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	65	5711477	5000846	5368363.5	6281358	6225220	5841231.5
6002	"HSP31_YEAST"	"HSP31"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	114	24013926	26005966	23635296	27525232	28092172	27438122
6054	"RS3A2_YEAS1"	"RPS1B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	15	4447602	4478465.5	3856987	5276053	5820381.5	4993003
6031	"RS18A_YEAST"	"RPS18A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	141	39856788	38722160	36389068	51290268	52988668	55477072
6336	"RS8A_YEAST"	"RPS8A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	141	25687062	23953370	23197874	35692148	34513676	35613692
6138	"CLU_YEAST"	"CLU1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	104	8065597	7555291	7455417.5	8112633	8908313	8146278
6592	"ADK_YEAST"	"ADO1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	131	14212975	14164236	15092126	17943006	18636366	18027580
6164	"ASNS2_YEAST"	"ASN2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	83	8434863	8331626	9068877	9702886	9780578	9211692
6016	"SODC_YEAST"	"SOD1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	191	81497336	81328856	80861136	126072992	122499744	113857824
6269	"IDH1_YEAST"	"IDH1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	169	25961392	25911866	26033162	31371450	29678956	29439974
6805	"SYG_YEAST"	"GRS1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	102	15689042	15369813	14843982	17469352	17051690	17304158
6078	"BCA1_YEAST"	"BAT1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	75	33725776	34800072	33803628	36326760	34348184	34724652
6053	"RS3A1_YEAS1"	"RPS1A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	18	3021153.25	3313937	3229775.75	3729227.75	3673072.5	3277611
6607	"RS5_YEAST"	"RPS5"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	93	28978006	28958562	29154812	36495676	35349956	35871484
6101	"IMDH4_YEAST"	"IMD4"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	2	413335.53	453788.34	537920.25	551567.69	378598.38	459139.81
6561	"ACH1_YEAST"	"ACH1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	108	13196442	13232394	12935531	15615349	15412107	14544031
6379	"BGL2_YEAST"	"BGL2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	83	21396268	21158186	21441278	27175656	25648048	24778640
6360	"WTM1_YEAST"	"WTM1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	95	19266116	20174690	19132778	21880496	22985284	23249412
6822	"GFA1_YEAST"	"GFA1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	125	7405034.5	7590861	7758178.5	9018151	9053267	8886212
6734	"MYG_HUMAN_UPS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	117	1796989.88	1812436.88	1801110	20602676	21442926	22148588
6419	"MVD1_YEAST"	"MVD1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	67	20212290	20142046	19473710	22728912	23306612	21745612
6406	"IDH2_YEAST"	"IDH2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	138	21218878	21207204	19945140	26290590	24678464	24953592
6834	"RL5_YEAST"	"RPL5"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	134	35262204	37788704	36835052	44166552	43545988	45340536
6351	"GOR1_YEAST"	"GOR1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	82	8913179	9351935	8219030	9777324	9044000	9069076
6170	"YNN4_YEAST"	"YNL134C"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	113	15886363	16504743	15694193	19540970	18795844	18826938
6191	"SERA_YEAST"	"SER3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	84	7357868	7526267.5	7514106.5	9589530	9275458	8770382
6523	"RLA0_YEAST"	"RPP0"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	94	43293676	42057876	41160188	52360904	50971500	50044924
6552	"ZUO1_YEAST"	"ZUO1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	105	9256982	9462029	9253158	10700476	9661098	8750368
6228	"RSSA2_YEAS1"	"RPS0B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	102	49617356	48805884	49016680	53957712	55110888	54835124
6738	"DHOM_YEAST"	"HOM6"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	72	20670214	20654828	20944634	22998648	22828410	23201726
6095	"FABPH_HUMAN_UPS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	107	2305308.25	2368957.75	2360848.5	24141934	25180662	24535060
6842	"G4P1_YEAST"	"ARC1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	111	17900334	18183324	17605110	19789872	19138160	19578338
6510	"RL16B_YEAST"	"RPL16B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	65	17291728	16115921	16838286	21139074	18947054	20907372
6267	"NOP58_YEAS7"	"NOP58"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	41	4762485.5	5009977.5	4815319	5354805	5418220.5	5249113.5
6660	"PYC2_YEAST"	"PYC2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	112	9080655	9187953	8589479	10504351	10699534	10254378
6702	"GRE3_YEAST"	"GRE3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	83	9508799	9450707	9598176	10344868	11615147	10595144
6548	"TCTP_YEAST"	"TMA19"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	77	50586560	51137736	50169764	67174792	66461952	68022328
6376	"OLA1_YEAST"	"OLA1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	83	11389000	10700373	10631120	13606812	12781061	13300425
6358	"TPM1_YEAST"	"TPM1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	115	8767570	8297912.5	8059890	10712346	12397281	12204295
6308	"LEP_HUMAN_UPS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	74	4180309.25	4067891.5	3723938.75	42473292	38787916	38740164
6479	"SYTC_YEAST"	"THS1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	90	12631730	12908375	11680089	13757023	12735423	13638117
6568	"CYPH_YEAST"	"CPR1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	106	39160744	39467988	37636664	50113700	44725536	45225524
6595	"RL12A_YEAST"	"RPL12A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	93	35169440	35869768	34742572	40208976	36185564	38950760
6779	"ERG6_YEAST"	"ERG6"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	70	4212727	3967434.25	4054245.25	5262160	5303192.5	4859270.5
6402	"NOP3_YEAST"	"NPL3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	56	9742341	9598737	9208952	9749464	10361123	9848168
6337	"EIF3A_YEAST"	"RPG1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	64	7460932	7935824.5	7599869	8954806	8164259	8227580
6797	"HOSC_YEAST"	"LYS20"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	50	6057473.5	6001949	5627430	6608826	5914820.5	5492505
6558	"PUR4_YEAST"	"ADE6"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	71	4248922	4662514	4252153	5448044.5	4703569	5092267
5983	"RS27A_YEAST"	"RPS31"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	43	6137688	6532850	5605513	8191074.5	7639282.5	6835242
6664	"RS12_YEAST"	"RPS12"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	184	23722324	23834894	23644226	30653986	31443842	32502204
6106	"YHI0_YEAST"	"YHR020W"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	43	6569313	6478496.5	6319997.5	6581643.5	7032340.5	6549422.5
6324	"REE1_YEAST"	"REE1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	46	5521763.5	5168238	5073765.5	6098065	6284225	6218198
6800	"SUMO1_HUMAN_UPS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	64	2972329.5	2875068	2526974	26080136	25095252	26643222
6075	"RS14A_YEAST"	"RPS14A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	80	27929808	28905418	27867940	37690136	38188476	36970304
6156	"RL19A_YEAST"	"RPL19A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	215	26257706	25302362	23498360	30450844	30858962	28260444
6697	"ASSY_YEAST"	"ARG1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	119	8004878.5	8074908.5	8748566	9457821	9801486	9628727
6755	"SC160_YEAST"	"SCP160"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	40	4758735.5	4642923	4675568	5539910	5763618	5747358.5
6716	"RL13B_YEAST"	"RPL13B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	107	41885980	43078724	42283780	49114524	49938516	51361192
6718	"FUMH_YEAST"	"FUM1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	82	12325341	12090929	12029486	14871208	15629504	15176876
6186	"IF2G_YEAST"	"GCD11"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	86	7833879	7598967	7986531.5	8819882	8485097	7916058
6722	"HIS2_YEAST"	"HIS4"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	97	5516020.5	5527053.5	5197412	5936138	5880922	6009866
6296	"GVP36_YEAST"	"GVP36"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	65	9098671	8658585	8011005	11291113	11379946	10711669
6395	"RL20A_YEAST"	"RPL20A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	168	28539720	27651710	29518040	37501488	37469520	38494108
6469	"ARF1_YEAST"	"ARF1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	27	1557349.62	1606647.75	1429679.88	200134.94	5188184	5157277.5
6113	"YP260_YEAST"	"YPL260W"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	84	6391043	5934468.5	5762233	6757092.5	6804632	6429607
6509	"RL16A_YEAST"	"RPL16A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	41	6607356.5	6695436.5	6383729.5	8697946	7888088.5	7701740
6387	"RS11A_YEAST"	"RPS11A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	69	30899120	29762576	29753030	36825360	36590912	37467360
6050	"HXT6_YEAST"	"HXT6"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	56	7346729.5	6843619	7235580	7977922.5	7232199.5	7518284.5
6151	"SYRC_YEAST"	"YDR341C"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	97	10947891	10391729	10037436	11494286	11636758	11550873
6305	"DSF1_YEAST"	"DSF1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	101	8642506	8948142	8507829	11130772	10470400	9847782
6616	"PMM_YEAST"	"SEC53"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	95	11074989	11248438	10746388	15294038	13596441	14581289
6414	"RL3_YEAST"	"RPL3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	243	20973392	21087742	22054344	29835746	29150060	30217050
6481	"RASH_HUMAN_UPS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	50	1421192.75	1390826	1422462.75	11540964	12221152	11781092
6544	"KAD1_YEAS1"	"ADK1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	68	27742604	26093002	25797662	31240026	31580792	29632734
6655	"PNC1_YEAST"	"PNC1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	82	21256738	20466052	20079978	23796626	22937126	23673150
6277	"RS19A_YEAST"	"RPS19A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	142	30616452	30903112	30522124	40248992	40726552	41119624
6124	"PET10_YEAST"	"PET10"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	85	8527647	8191368.5	8277295	10891622	10486503	10594342
6484	"RS16A_YEAST"	"RPS16A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	103	19807476	19930378	19510238	34183048	36027440	37893768
6052	"RS21B_YEAST"	"RPS21B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	79	19488418	18990276	18581712	22091662	21169114	19738834
6426	"ACS2_YEAST"	"ACS2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	113	18898722	18882864	18660912	23441324	24517960	23536584
6090	"EIF3C_YEAS7"	"NIP1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	57	6581907.5	6425287.5	5993611	7680946	7009404	7226674.5
6225	"HSP7E_YEAST"	"ECM10"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	65	4358767.5	4481201	4691046	5906779	5512989.5	5593145
6063	"RS17A_YEAST"	"RPS17A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	131	29545692	28631202	28047184	34414712	33241972	33162202
6303	"NDK_YEAST"	"YNK1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	103	16597500	16539403	16308239	20941422	20004074	20820206
6564	"PGM2_YEAST"	"PGM2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	132	13528050	12101425	12351077	15523570	15207797	14356699
6696	"RL10_YEAST"	"RPL10"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	109	25000660	24512678	24114998	28646892	29901472	31657436
5979	"TY1AB_YEASX"	"TY1B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	108	17753706	17262062	17976756	23805748	23470142	23753526
6371	"PUR91_YEAST"	"ADE16"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	113	4573062.5	4750647.5	4973749.5	5852665	5770348.5	5566414
6098	"DLHH_YEAST"	"YDL086W"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	19	3582976.25	3244543	3377062	3909222.75	3840747.75	3642792
6088	"RS9A_YEAST"	"RPS9A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1	163309.19	114234.01	153524.31	179811.28	198990.89	190867.83
6139	"RS13_YEAST"	"RPS13"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	169	24242726	24201156	24803076	31690124	29692440	29717590
6393	"RPN1_YEAST"	"RPN1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	54	5453521	5984305	5912710.5	7040085	7532623.5	7173838
6089	"RS9B_YEAST"	"RPS9B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	25	548734.25	577247.44	655362.81	866794.31	883777.38	1124024.75
6055	"HSP78_YEAST"	"HSP78"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	68	10409726	10222337	10774009	11727365	11802395	11918434
6487	"PRDX1_HUMAN_UPS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	55	3999670.25	4439686	3793734	38795232	37617232	37946184
6578	"KAR_YEAST"	"YDL124W"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	59	6594040	6815546	7224334.5	7484627	6796305	7467503
6038	"ADH2_YEAST"	"ADH2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	8	5093392	4989886.5	4644064.5	5205018	4974410	5282545.5
6440	"RL28_YEAST"	"RPL28"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	106	17934762	20554002	19350440	25938954	27769386	26301228
6081	"AROG_YEAST"	"ARO4"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	46	7773046	7312385	7627955	9308878	8876640	8445632
6009	"RL1A_YEAST"	"RPL1A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	40	18992456	19370940	18756626	24482674	25078594	24454452
6084	"ADT2_YEAST"	"PET9"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	98	15311126	15921304	16115582	19852752	17861718	18762802
6313	"CARB_YEAST"	"CPA2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	50	8629120	8456494	8819314	9621163	9292645	9040072
6300	"CRH1_YEAST"	"CRH1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	57	7185212	7455977	7646572.5	9339845	9208076	9228079
6179	"CYC_HUMAN_UPS"	NA	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	36	1844013	1799652.75	1507956	15443195	14430954	15633507
6710	"PST2_YEAST"	"PST2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	60	13592144	14487881	13608227	15184349	14269602	14263373
6013	"RL2A_YEAST"	"RPL2A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	135	33196060	33271024	33457364	42185956	40678128	38534156
6633	"RLA4_YEAST"	"RPP2B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	116	28912654	27729396	28439342	31034110	31180184	31538516
6221	"DCPS_YEAST"	"DCS1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	83	5611713	5685026.5	5597730	6340622.5	6050692.5	5629568.5
6505	"ILVB_YEAST"	"ILV2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	76	5662241.5	6184637	5846731.5	7419440	7105876.5	6878789.5
6129	"RL23A_YEAST"	"RPL23A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	96	13327962	12911732	13105631	16171403	15689330	16286707
6010	"SGT2_YEAST"	"SGT2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	64	8230599.5	8215390.5	8348829	10086758	10187659	8963163
6490	"PAA1_YEAST"	"PAA1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	82	7823275	8059880.5	8031097.5	10939891	10215882	10239933
6841	"FRDS_YEAST"	"YEL047C"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	56	4327741	4454056	4469294	5408216	5098428	5489934
6711	"TRX1_YEAST"	"TRX1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	37	11559141	11146144	11556967	12041782	11469683	11569155
