Accession	Label	Id	Gene_name	Identification_type_36	Identification_type_38	Identification_type_40	Identification_type_61	Identification_type_63	Identification_type_65	Specific_peptides	Intensity_36	Intensity_38	Intensity_40	Intensity_61	Intensity_63	Intensity_65	Intensity_38_ratio_Intensity_36	Intensity_40_ratio_Intensity_36	Intensity_61_ratio_Intensity_36	Intensity_63_ratio_Intensity_36	Intensity_65_ratio_Intensity_36	Intensity_36_norm	Intensity_38_norm	Intensity_40_norm	Intensity_61_norm	Intensity_63_norm	Intensity_65_norm	S1_G1_mean	S2_G1_mean	S3_G1_mean	S1_G2_mean	S2_G2_mean	S3_G2_mean	S1_G1_identification_type	S2_G1_identification_type	S3_G1_identification_type	S1_G2_identification_type	S2_G2_identification_type	S3_G2_identification_type	S1_G1_mean_imputed	S2_G1_mean_imputed	S3_G1_mean_imputed	S1_G2_mean_imputed	S2_G2_mean_imputed	S3_G2_mean_imputed	S1_G1_mean_imputed_log	S2_G1_mean_imputed_log	S3_G1_mean_imputed_log	S1_G2_mean_imputed_log	S2_G2_mean_imputed_log	S3_G2_mean_imputed_log	mean_intensity_G2-G1	fc_G2-G1	log2_fc_G2-G1	pval_G2-G1	log10_pval_G2-G1	qval_G2-G1	log10_qval_G2-G1	significant_G2-G1
G3P3_YEAST	TDH3	6057	TDH3	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2085	257739200	254482432	247141808	277618432	283579776	284590816	0.987364095178382	0.958883274255527	1.0771292531365	1.10025861801387	1.10418134300099	257739200	254660898.043662	250800181.503097	228661356.306688	239903416.626148	245679165.101485	257739200	254660898.043662	250800181.503097	228661356.306688	239903416.626148	245679165.101485	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	257739200	254660898.043662	250800181.503097	228661356.306688	239903416.626148	245679165.101485	8.41118047617215	8.40596226625323	8.39932784645599	8.35919277518469	8.38003643309212	8.39036832756219	246240702.93018	0.935853873715151	-0.0956448130746765	0.0416296891047333	1.38059683246184	0.0790233747567043	1.10224442736378	FALSE
G4P1_YEAST	ARC1	6842	ARC1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	111	17900334	18183324	17605110	19789872	19138160	19578338	1.01580920221936	0.983507346846154	1.10555881247802	1.06915100019921	1.09374149108056	17900334	18196075.7874983	17865713.6933383	16299994.7087654	16190540.9359583	16901422.8973386	17900334	18196075.7874983	17865713.6933383	16299994.7087654	16190540.9359583	16901422.8973386	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17900334	18196075.7874983	17865713.6933383	16299994.7087654	16190540.9359583	16901422.8973386	7.25286113449965	7.25997773701831	7.25202036993043	7.21218746342516	7.20926135904227	7.2279232685456	17225680.3371498	0.915307911476143	-0.127670944241913	0.00367511947209137	2.43472853815077	0.0179205784799657	1.74664797533226	FALSE
G6PD_YEAST	ZWF1	6451	ZWF1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	98	8401597	7928399.5	7931107.5	10901049	9511136	9343157	0.943677672233029	0.943999991906301	1.29749724963004	1.13206286852369	1.11206916970666	8401597	7933959.60912116	8048509.54444978	8978685.71459138	8046250.88072556	8065681.96203526	8401597	7933959.60912116	8048509.54444978	8978685.71459138	8046250.88072556	8065681.96203526	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8401597	7933959.60912116	8048509.54444978	8978685.71459138	8046250.88072556	8065681.96203526	6.92436184586732	6.89948998520034	6.90571546340491	6.95321276999982	6.90559356967398	6.9066410933403	8245780.78515386	1.02897598781644	0.0412093158933599	0.529385695580558	0.276227797855904	0.428739013935751	0.36780699522488	FALSE
G6PI_YEAST	PGI1	6802	PGI1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	282	129986872	127868816	129811824	163166848	161415840	159684528	0.983705616056366	0.998653340931229	1.25525636158088	1.24178570894452	1.22846657930195	129986872	127958489.15158	131733393.406461	134392923.766557	136554912.553354	137851115.753028	129986872	127958489.15158	131733393.406461	134392923.766557	136554912.553354	137851115.753028	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	129986872	127958489.15158	131733393.406461	134392923.766557	136554912.553354	137851115.753028	8.11389949303102	8.10706910358302	8.11969587924316	8.12837640227404	8.13530732847016	8.13941028559176	133079617.77183	1.04906656391002	0.0691062206951529	0.0128878705979685	1.88981883314675	0.0385212043839832	1.41430014290936	FALSE
GABAT_YEAST	UGA1	6096	UGA1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	62	9666271	8483735	8754034	10477573	10929983	10250367	0.877663682303134	0.905626792379399	1.08393122849546	1.13073417867138	1.0604261974447	9666271	8489684.56048254	8883617.6033975	8629888.28127352	9246570.05641234	8848850.57760898	9666271	8489684.56048254	8883617.6033975	8629888.28127352	9246570.05641234	8848850.57760898	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	9666271	8489684.56048254	8883617.6033975	8629888.28127352	9246570.05641234	8848850.57760898	6.98525896669307	6.92889155406176	6.94858985601009	6.93600517356683	6.96598066443438	6.94688686163326	8960813.67986248	0.98837761799417	-0.0168657539641136	0.816883988148838	0.0878396165205615	0.561936561761015	0.250312710111034	FALSE
GAR1_YEAST	GAR1	6219	GAR1	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	3	628800.12	669413.44	703323.31	761178.06	791630	650993.56	1.06458860090548	1.11851650091924	1.21052467356399	1.2589533220827	1.03529490420581	628800.12	669882.893106339	713734.415195988	626946.872138854	669704.815987152	561984.243044735	628800.12	669882.893106339	713734.415195988	626946.872138854	669704.815987152	561984.243044735	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	628800.12	669882.893106339	713734.415195988	626946.872138854	669704.815987152	561984.243044735	5.79851261591197	5.82599888729344	5.85353663828609	5.79723074001011	5.8258834220497	5.74972413895935	645175.559912178	0.923583698407286	-0.114685385649868	0.268341029130944	0.571312918968529	0.266414700696115	0.574441814580363	FALSE
GAS1_YEAST	GAS1	6381	GAS1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	56	2052413.5	1893189.62	1796546.25	1978046	2043129.12	2189764	0.922421149539311	0.875333479340299	0.96376582983887	0.995476359905058	1.06692145612958	2052413.5	1894517.29538697	1823140.039417	1629224.24832735	1728450.6794179	1890361.04133904	2052413.5	1894517.29538697	1823140.039417	1629224.24832735	1728450.6794179	1890361.04133904	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2052413.5	1894517.29538697	1823140.039417	1629224.24832735	1728450.6794179	1890361.04133904	6.31226486261764	6.27749857438105	6.26082002905552	6.21198086522221	6.23765699165265	6.27654475829326	1836351.13398138	0.909527130486707	-0.136811421898067	0.160725083791524	0.793916339153735	0.188315514807445	0.725113898158104	FALSE
GAS5_YEAST	GAS5	6618	GAS5	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	36	3483937	3191927.5	2989562.5	3507658.5	3469756.75	3410722.25	0.916184046956073	0.858098897884778	1.00680882002172	0.995929820200537	0.978985053403664	3483937	3194165.96757556	3033816.18708095	2889094.73442556	2935352.12887198	2944379.60630837	3483937	3194165.96757556	3033816.18708095	2889094.73442556	2935352.12887198	2944379.60630837	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3483937	3194165.96757556	3033816.18708095	2889094.73442556	2935352.12887198	2944379.60630837	6.5420702930636	6.50435747815488	6.48198926420459	6.46076178274545	6.46766020727118	6.46899380101096	3080124.27071041	0.902893272685614	-0.147372632172601	0.0693305661379702	1.15907525343468	0.108404151100121	0.96495408712089	FALSE
GBLP_YEAST	ASC1	6377	ASC1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	210	69726824	66315116	70885904	77722784	75838096	78018024	0.95107036568882	1.01662315782517	1.11467552286621	1.08764592518942	1.11890976132801	69726824	66361622.1430548	71935208.9113596	64016632.7478275	64157672.3046069	67350743.3183916	69726824	66361622.1430548	71935208.9113596	64016632.7478275	64157672.3046069	67350743.3183916	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	69726824	66361622.1430548	71935208.9113596	64016632.7478275	64157672.3046069	67350743.3183916	7.84339988389576	7.82191699337353	7.85694150920325	7.8062928266732	7.80724859898554	7.82834239318884	67258117.23754	0.939917377760144	-0.0893941507934261	0.0983449975402061	1.00724772619648	0.138193879660394	0.859511190598413	FALSE
GCY_YEAST	GCY1	6423	GCY1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	20	2000432.12	2025289.75	1939493.62	2240835.25	2198444	2176358.25	1.01242613021031	0.969537331764099	1.12017559985989	1.09898455339739	1.08794406380557	2000432.12	2026710.06591773	1968203.42076683	1845671.49894729	1859844.28897093	1878788.23827445	2000432.12	2026710.06591773	1968203.42076683	1845671.49894729	1859844.28897093	1878788.23827445	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2000432.12	2026710.06591773	1968203.42076683	1845671.49894729	1859844.28897093	1878788.23827445	6.30112381919435	6.30679162448076	6.29406998228182	6.26615440585028	6.26947658546982	6.2738778327181	1929941.60547954	0.931439885628345	-0.102465433078954	0.00201555327472852	2.69560571816841	0.0122518463104284	1.91179845970676	FALSE
GELS_HUMAN_UPS	GELS_HUMAN_UPS	5986		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	227	10816592	10559134	10008963	108121856	108301776	108133056	0.976197863430552	0.925334245758738	9.99592625847402	10.012559963434	9.99696170475876	10816592	10566539.0175278	10157122.9787952	89054930.7596275	91621364.7375185	93348194.756756	10816592	10566539.0175278	10157122.9787952	89054930.7596275	91621364.7375185	93348194.756756	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10816592	10566539.0175278	10157122.9787952	89054930.7596275	91621364.7375185	93348194.756756	7.03409044850302	7.02393276103265	7.00677071076535	7.94965797031711	7.96199675648131	7.97010592362671	50927457.3750375	8.6880876192642	3.11903865277862	7.54362444770045e-08	7.12241994067783	5.10137603275743e-06	5.29231266256321	TRUE
GET3_YEAS1	GET3	6672	GET3	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	2	1737820.88	1533474.25	1595388.75	1931711.25	1965120.88	1852988.62	0.882412144800562	0.918039809718479	1.11157097502477	1.13079598859464	1.06627135243075	1737820.88	1534549.66051186	1619004.85921831	1591060.47547263	1662457.10411797	1599632.42490634	1737820.88	1534549.66051186	1619004.85921831	1591060.47547263	1662457.10411797	1599632.42490634	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	1737820.88	1534549.66051186	1619004.85921831	1591060.47547263	1662457.10411797	1599632.42490634	6.24000501098694	6.18598094746793	6.20924815222992	6.20168668729266	6.22075044814946	6.2040201987968	1624087.56737118	0.992185143827779	-0.0113187392355333	0.869887722438039	0.0605367987288794	0.586063832925254	0.232055078900991	FALSE
GFA1_YEAST	GFA1	6822	GFA1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	125	7405034.5	7590861	7758178.5	9018151	9053267	8886212	1.02509461637215	1.04768971704318	1.21784051107392	1.22258269019543	1.20002303838017	7405034.5	7596184.39666834	7873020.72312033	7427830.43684401	7658901.89901539	7671214.32715101	7405034.5	7596184.39666834	7873020.72312033	7427830.43684401	7658901.89901539	7671214.32715101	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7405034.5	7596184.39666834	7873020.72312033	7427830.43684401	7658901.89901539	7671214.32715101	6.86952708623666	6.88059549865102	6.89614139457996	6.87086198106889	6.88416650678868	6.88486411673097	7605364.38046651	0.99491598589893	-0.00735339018021036	0.824336859525398	0.0838952806117249	0.56594700634929	0.247224232994711	FALSE
GGA2_YEAST	GGA2	6629	GGA2	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	7	862935.62	921931.69	801132.94	878335.88	976407.75	1113803.62	1.06836671083296	0.928380891265098	1.01784636031133	1.13149547587339	1.29071461901179	862935.62	922578.231688351	812991.894759101	723444.305072755	826023.486404228	961515.017577417	862935.62	922578.231688351	812991.894759101	723444.305072755	826023.486404228	961515.017577417	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	862935.62	922578.231688351	812991.894759101	723444.305072755	826023.486404228	961515.017577417	5.93597839603769	5.96500320317799	5.91008621585367	5.85940510224066	5.91699239583218	5.9829560717259	851581.425916976	0.966317974277059	-0.0494300979293827	0.681778850701378	0.166356475043398	0.501380204587564	0.299832816784063	FALSE
GIS2_YEAST	GIS2	6556	GIS2	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10	647824.44	733830.19	685804.88	1460180.75	1325594.38	1714633.88	1.13276089120688	1.05862767388029	2.25397601547728	2.04622471483169	2.64675701336615	647824.44	734344.817943862	695956.664603303	1202682.79142185	1121429.12766255	1480194.70907002	647824.44	734344.817943862	695956.664603303	1202682.79142185	1121429.12766255	1480194.70907002	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	647824.44	734344.817943862	695956.664603303	1202682.79142185	1121429.12766255	1480194.70907002	5.81145732829429	5.86590003452912	5.84258219807379	6.08015109691514	6.0497718321431	6.17031884749816	980405.42511693	1.83064297830974	0.872350456539434	0.00274988468183644	2.56068551820326	0.0145851726752305	1.83608842485861	FALSE
GLGB_YEAST	GLC3	6590	GLC3	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	29	2882306.25	3062774	3195365	3550775.25	3300438.5	3135841.5	1.06261227445904	1.10861397882338	1.23192157321936	1.14506864078028	1.08796263408859	2882306.25	3064921.89348764	3242665.12596138	2924607.99074471	2792111.91885024	2707082.86528328	2882306.25	3064921.89348764	3242665.12596138	2924607.99074471	2792111.91885024	2707082.86528328	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2882306.25	3064921.89348764	3242665.12596138	2924607.99074471	2792111.91885024	2707082.86528328	6.45974012346581	6.48641941142881	6.51090210086033	6.46606766225897	6.44593282253454	6.43250154996499	2935616.00738788	0.916637715791805	-0.125576447112772	0.101411826175686	0.993911396646075	0.139846745016731	0.854347637535024	FALSE
GLNA_YEAST	GLN1	6782	GLN1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	92	17488614	18230320	17985416	21099042	21646212	22209530	1.0424107936741	1.02840716822957	1.20644449011225	1.23773170361013	1.26994226071889	17488614	18243104.745334	18251649.2604469	17378296.9874701	18312308.0533568	19172856.1883613	17488614	18243104.745334	18251649.2604469	17378296.9874701	18312308.0533568	19172856.1883613	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17488614	18243104.745334	18251649.2604469	17378296.9874701	18312308.0533568	19172856.1883613	7.24275539232583	7.26109875170192	7.26130211440064	7.24000721485242	7.26274308551772	7.28268681472713	18141138.2058282	1.01630304399149	0.0233306529707794	0.6493546860701	0.187518021032382	0.489276998835549	0.310445200168113	FALSE
GLRX1_YEAST	GRX1	6641	GRX1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	56	4233930.5	4900339	5043496.5	6154137	5826040.5	5748847.5	1.15739712779886	1.1912090904657	1.45352811058188	1.37603593162429	1.35780393655493	4233930.5	4903775.55987197	5118154.01791604	5068875.66210722	4928726.02224043	4962816.69924218	4233930.5	4903775.55987197	5118154.01791604	5068875.66210722	4928726.02224043	4962816.69924218	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4233930.5	4903775.55987197	5118154.01791604	5068875.66210722	4928726.02224043	4962816.69924218	6.62674372479482	6.69053058480977	6.70911335074316	6.70491163824983	6.69273467728716	6.6957282349036	4869379.74356298	1.04942236399329	0.0695954403558128	0.425817123446906	0.370776878198364	0.368587302055642	0.43345963043587	FALSE
GLRX2_YEAST	GRX2	6761	GRX2	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	25	2342832.75	2204211	2143862.75	2790968.5	2797639	2730991	0.940831563840825	0.915072896262014	1.19127944579057	1.19412664006852	1.1656790268106	2342832.75	2205756.79164257	2175597.77185788	2298790.6027048	2366752.53804616	2357586.93203813	2342832.75	2205756.79164257	2175597.77185788	2298790.6027048	2366752.53804616	2357586.93203813	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2342832.75	2205756.79164257	2175597.77185788	2298790.6027048	2366752.53804616	2357586.93203813	6.36974128631583	6.34355762511666	6.33757860535994	6.36149941309982	6.37415285151619	6.37246771558048	2291219.56438159	1.04445782744458	0.0627542412179696	0.147475903047749	0.831278935810088	0.179290929323218	0.74644168168445	FALSE
GLRX3_YEAST	GRX3	6252	GRX3	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	60	537178.5	555503.75	482913.53	514668.25	529953.81	657563	1.03411389324033	0.898981493116348	0.958095400318516	0.986550671704098	1.22410520897616	537178.5	555893.319353463	490061.968690872	423908.237090646	448331.44121337	567655.453932947	537178.5	555893.319353463	490061.968690872	423908.237090646	448331.44121337	567655.453932947	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	537178.5	555893.319353463	490061.968690872	423908.237090646	448331.44121337	567655.453932947	5.73011862216828	5.74499145478085	5.69025100035272	5.62727185555916	5.65159919674369	5.75408481483458	503838.153380216	0.909522077736515	-0.136819436609941	0.354185472625176	0.450769255929993	0.324770068966475	0.488424002465567	FALSE
GLYC_YEAST	SHM2	6104	SHM2	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	110	16148017	15415528	14529335	18855816	17759372	18163686	0.954639074259087	0.899759704241084	1.16768616233188	1.09978655583531	1.12482455276087	16148017	15426338.7592006	14744408.8258807	15530656.3392352	15024110.9575274	15680194.0216002	16148017	15426338.7592006	14744408.8258807	15530656.3392352	15024110.9575274	15680194.0216002	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16148017	15426338.7592006	14744408.8258807	15530656.3392352	15024110.9575274	15680194.0216002	7.20811919794674	7.18826286414799	7.16862736428661	7.19118980978425	7.17678878232778	7.19535143219976	15425620.9839073	0.998190727506031	-0.00261259261397518	0.966985468108591	0.0145800524606097	0.631810553438101	0.19941312413892	FALSE
GLYM_YEAST	SHM1	6103	SHM1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	39	5570267.5	6052015.5	6018226.5	6825318.5	6561625	6628526.5	1.08648561312361	1.08041965668615	1.22531251865373	1.17797305066588	1.18998351515434	5570267.5	6056259.71935133	6107312.68311653	5621696.5645679	5551017.34800563	5722218.58478057	5570267.5	6056259.71935133	6107312.68311653	5621696.5645679	5551017.34800563	5722218.58478057	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5570267.5	6056259.71935133	6107312.68311653	5621696.5645679	5551017.34800563	5722218.58478057	6.74587605172389	6.78220449137024	6.78585015563952	6.74986740052255	6.74437258458845	6.75756444353406	5771462.06663699	0.952694542765269	-0.0699143700248327	0.195034119235011	0.709889406589763	0.216660079068051	0.664221102697828	FALSE
GOR1_YEAST	GOR1	6351	GOR1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	82	8913179	9351935	8219030	9777324	9044000	9069076	1.04922553445858	0.922121052432583	1.09695137952463	1.01467725488291	1.01749061698413	8913179	9358493.42066157	8340694.08353362	8053125.83456248	7651062.18282253	7829075.62246111	8913179	9358493.42066157	8340694.08353362	8053125.83456248	7651062.18282253	7829075.62246111	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8913179	9358493.42066157	8340694.08353362	8053125.83456248	7651062.18282253	7829075.62246111	6.9500326283826	6.97120593936239	6.92120219261688	6.90596448523786	6.88372173163942	6.89371048801413	8357605.02400689	0.884298043773609	-0.177395397437246	0.0287331149063775	1.54161729035605	0.0624039269639779	1.20478808010725	FALSE
GPD1_YEAST	GPD1	6264	GPD1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	48	4588511.5	4373186	4376175	5922667	5837589.5	5221049.5	0.953072908284092	0.953724317788024	1.29075997739136	1.27221856150954	1.13785254760721	4588511.5	4376252.87262254	4440954.33779993	4878224.61720719	4938496.26960326	4507183.68267205	4588511.5	4376252.87262254	4440954.33779993	4878224.61720719	4938496.26960326	4507183.68267205	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4588511.5	4376252.87262254	4440954.33779993	4878224.61720719	4938496.26960326	4507183.68267205	6.66167182449634	6.64110240884906	6.64747630775069	6.68826179347008	6.6935947300513	6.65390525737104	4621603.87998416	1.06849210242985	0.0955762446122348	0.108566291631445	0.964304996394353	0.142559135370417	0.846004947320918	FALSE
GPD2_YEAST	GPD2	6263	GPD2	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7	486847.75	407323.84	553884.75	584075.75	469713.06	480377.38	0.836655484183711	1.13769602509203	1.19970925201975	0.964804828614284	0.986709664366324	486847.75	407609.492230069	562083.75651196	481075.958172856	397368.844553721	414696.142731601	486847.75	407609.492230069	562083.75651196	481075.958172856	397368.844553721	414696.142731601	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	486847.75	407609.492230069	562083.75651196	481075.958172856	397368.844553721	414696.142731601	5.68739316722546	5.61024428911049	5.74980103492974	5.68221365352747	5.59919381353168	5.61772999582177	458280.324033368	0.887816372196199	-0.171666781281266	0.357327225838829	0.446933892330717	0.326691971116674	0.485861538749452	FALSE
GPDM_YEAST	GUT2	6642	GUT2	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	50	4088499	4141849.25	4032513.5	5102340.5	4761774	4360896.5	1.01304885974046	0.986306588310282	1.24797401197848	1.16467534907065	1.0666253067446	4088499	4144753.88841957	4092205.70933789	4202559.93329918	4028375.6053237	3764638.03812273	4088499	4144753.88841957	4092205.70933789	4202559.93329918	4028375.6053237	3764638.03812273	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4088499	4144753.88841957	4092205.70933789	4202559.93329918	4028375.6053237	3764638.03812273	6.61156389586468	6.61749874765478	6.61195745695235	6.62351391569045	6.60512995734196	6.57572322606053	4053505.36241718	0.973235476928066	-0.0391391837198259	0.43356759152333	0.36294318806701	0.372317566689082	0.429086472414022	FALSE
GPP1_YEAST	RHR2	6021	RHR2	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	41	8936094	8260599	8020104	9482046	9285053	10320529	0.924408248167488	0.897495482925762	1.06109514962578	1.03905050685456	1.1549261903467	8936094	8266392.07738544	8138823.43562735	7809919.11560973	7854988.70785083	8909419.43862891	8936094	8266392.07738544	8138823.43562735	7809919.11560973	7854988.70785083	8909419.43862891	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8936094	8266392.07738544	8138823.43562735	7809919.11560973	7854988.70785083	8909419.43862891	6.95114772853488	6.91731600014806	6.91056162695964	6.89264653607624	6.89514556504479	6.94984940518002	8319272.79585038	0.969733914084847	-0.0443391553113899	0.572876350553467	0.241939105898627	0.450199867267292	0.346594637378794	FALSE
GPP2_YEAST	HOR2	6020	HOR2	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1	165808.59	219187.94	211703.94	213059.17	285747.97		1.32193356206696	1.27679717920525	1.28497063994091	1.72336047245803		165808.59	219341.654361195	214837.736304498	175486.902778044	241737.669956359		165808.59	219341.654361195	214837.736304498	175486.902778044	241737.669956359		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	165808.59	219341.654361195	214837.736304498	175486.902778044	241737.669956359	83243.2713609406	5.21960702617181	5.34112111476634	5.33211056766713	5.24424470904413	5.38334433174583	4.92034913912834	183409.304126839	0.834129782966768	-0.261656223596811	0.465373917924355	0.332197960582905	0.391550994707739	0.407211668400558	FALSE
GRE3_YEAST	GRE3	6702	GRE3	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	83	9508799	9450707	9598176	10344868	11615147	10595144	0.993890711119249	1.00939939944046	1.08792582533294	1.22151567195815	1.11424628914756	9508799	9457334.68850032	9740255.20966761	8520585.36118254	9826206.54131187	9146486.76523	9508799	9457334.68850032	9740255.20966761	8520585.36118254	9826206.54131187	9146486.76523	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	9508799	9457334.68850032	9740255.20966761	8520585.36118254	9826206.54131187	9146486.76523	6.97812566724123	6.97576875868806	6.98857033621109	6.93046943166798	6.99238588851947	6.96125431029943	9366611.26098206	0.957740758172445	-0.0622928956196862	0.347760894579115	0.458719255637919	0.320508763147021	0.494160091778964	FALSE
GRP78_YEAST	KAR2	6204	KAR2	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	109	26338012	26376624	25707204	31222570	29132184	28959586	1.00146601801229	0.976049521125588	1.1854565940664	1.10608894855086	1.09953575843158	26338012	26395121.6687524	26087740.8048142	25716574.9123621	24645306.4247487	24999987.7373578	26338012	26395121.6687524	26087740.8048142	25716574.9123621	24645306.4247487	24999987.7373578	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	26338012	26395121.6687524	26087740.8048142	25716574.9123621	24645306.4247487	24999987.7373578	7.42058299120233	7.42152366822923	7.41643647087924	7.41021312616067	7.39173422227773	7.39793979564807	25697123.9246725	0.956115617567044	-0.064743009312017	0.0258029332174536	1.58833092164353	0.058515230460814	1.23273108017089	FALSE
GSHR_YEAST	GLR1	6028	GLR1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	30	2275236.75	2097944.75	2309661	2142850	2368459.75	2332398.5	0.922077559620993	1.01512996394771	0.941814077150433	1.04097287897622	1.02512342946289	2275236.75	2099416.0181595	2343850.28861901	1764965.61785129	2003674.57151286	2013493.35237844	2275236.75	2099416.0181595	2343850.28861901	1764965.61785129	2003674.57151286	2013493.35237844	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2275236.75	2099416.0181595	2343850.28861901	1764965.61785129	2003674.57151286	2013493.35237844	6.35702659390257	6.3220985064665	6.36992986805292	6.24673624959755	6.30182718661993	6.30395020010678	2083439.43308685	0.860628251989676	-0.216537894228851	0.0497530169725049	1.3031805789427	0.0882504333840169	1.05428315318292	FALSE
GSP1_YEAST	GSP1	6192	GSP1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	106	20522774	21193672	20741918	25639396	25503792	23854780	1.03269041504818	1.01067808864435	1.24931434707608	1.24270685824441	1.16235651184387	20522774	21208534.9151442	21048955.0158278	21117974.8477373	21575751.7127125	20593153.7652979	20522774	21208534.9151442	21048955.0158278	21117974.8477373	21575751.7127125	20593153.7652979	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	20522774	21208534.9151442	21048955.0158278	21117974.8477373	21575751.7127125	20593153.7652979	7.31223606265172	7.32651066850502	7.32323053997574	7.32465226828305	7.33396593574279	7.31372286230435	21011190.7094533	1.00806967609013	0.0115953589525911	0.659443699246987	0.180822276918376	0.494126095973158	0.306162209381446	FALSE
